validationTargetName;validationTargetPosition;fixationPoints
Middle;(-0.30, 2.51);[(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54),(-0.35, 2.54)]
TopLeft;(-0.63, 2.88);[(-0.53, 2.84),(-0.56, 2.89),(-0.57, 2.92),(-0.57, 2.92),(-0.57, 2.92),(-0.57, 2.92),(-0.57, 2.92),(-0.57, 2.91),(-0.57, 2.91),(-0.57, 2.91),(-0.57, 2.91),(-0.57, 2.91),(-0.57, 2.91),(-0.57, 2.91),(-0.56, 2.91),(-0.56, 2.91),(-0.56, 2.91),(-0.56, 2.91),(-0.56, 2.91),(-0.56, 2.91),(-0.56, 2.90),(-0.57, 2.90),(-0.57, 2.90),(-0.57, 2.90),(-0.56, 2.90),(-0.56, 2.90),(-0.56, 2.90),(-0.56, 2.90),(-0.56, 2.90),(-0.56, 2.90),(-0.57, 2.90),(-0.57, 2.90),(-0.57, 2.90),(-0.57, 2.90),(-0.58, 2.90),(-0.58, 2.90),(-0.58, 2.90),(-0.58, 2.90),(-0.58, 2.90),(-0.58, 2.90),(-0.58, 2.90),(-0.57, 2.90),(-0.57, 2.90),(-0.57, 2.90),(-0.57, 2.90),(-0.57, 2.90),(-0.57, 2.90),(-0.57, 2.90),(-0.57, 2.90),(-0.58, 2.90),(-0.58, 2.90),(-0.58, 2.90),(-0.58, 2.90),(-0.58, 2.90),(-0.58, 2.90),(-0.58, 2.90),(-0.59, 2.90),(-0.58, 2.90),(-0.58, 2.90),(-0.58, 2.90),(-0.58, 2.90),(-0.58, 2.90),(-0.58, 2.90),(-0.57, 2.90),(-0.57, 2.90),(-0.57, 2.90),(-0.57, 2.90),(-0.57, 2.91),(-0.57, 2.91),(-0.57, 2.91),(-0.57, 2.91),(-0.58, 2.91),(-0.58, 2.91),(-0.58, 2.91),(-0.58, 2.91),(-0.58, 2.91),(-0.58, 2.91),(-0.58, 2.91),(-0.58, 2.91),(-0.58, 2.91),(-0.58, 2.91),(-0.58, 2.91),(-0.58, 2.91),(-0.59, 2.91),(-0.59, 2.91),(-0.59, 2.91),(-0.59, 2.91),(-0.59, 2.91),(-0.59, 2.91),(-0.59, 2.91),(-0.59, 2.91),(-0.59, 2.91),(-0.59, 2.91),(-0.58, 2.91),(-0.58, 2.91),(-0.58, 2.91),(-0.58, 2.91),(-0.58, 2.91),(-0.58, 2.91),(-0.58, 2.90),(-0.58, 2.90),(-0.58, 2.90),(-0.58, 2.90),(-0.58, 2.90),(-0.58, 2.90),(-0.58, 2.90),(-0.58, 2.90),(-0.58, 2.90),(-0.58, 2.90),(-0.58, 2.90),(-0.58, 2.90),(-0.58, 2.90),(-0.59, 2.90),(-0.59, 2.90),(-0.59, 2.90),(-0.59, 2.91),(-0.60, 2.91),(-0.60, 2.91),(-0.60, 2.91),(-0.60, 2.91),(-0.60, 2.91),(-0.60, 2.90),(-0.60, 2.90),(-0.60, 2.90),(-0.60, 2.91),(-0.60, 2.91),(-0.60, 2.91),(-0.60, 2.91),(-0.60, 2.91),(-0.60, 2.91),(-0.60, 2.91),(-0.60, 2.91),(-0.60, 2.91),(-0.60, 2.91),(-0.59, 2.91),(-0.59, 2.90),(-0.59, 2.90),(-0.59, 2.91),(-0.59, 2.91),(-0.59, 2.90),(-0.59, 2.90),(-0.59, 2.90),(-0.59, 2.90),(-0.59, 2.90),(-0.59, 2.90),(-0.59, 2.90),(-0.59, 2.90),(-0.59, 2.90),(-0.59, 2.90),(-0.59, 2.90),(-0.59, 2.90),(-0.59, 2.90),(-0.60, 2.90),(-0.60, 2.90),(-0.60, 2.90),(-0.60, 2.90),(-0.59, 2.90),(-0.59, 2.90),(-0.59, 2.90),(-0.58, 2.90),(-0.58, 2.90),(-0.58, 2.90),(-0.58, 2.90),(-0.58, 2.90),(-0.58, 2.90),(-0.58, 2.90),(-0.59, 2.90),(-0.59, 2.90),(-0.59, 2.90),(-0.60, 2.90),(-0.60, 2.90),(-0.60, 2.90),(-0.60, 2.90),(-0.60, 2.90),(-0.60, 2.90),(-0.60, 2.90),(-0.60, 2.90),(-0.60, 2.90),(-0.60, 2.90),(-0.60, 2.90),(-0.60, 2.90),(-0.60, 2.90),(-0.59, 2.90),(-0.59, 2.89),(-0.59, 2.89),(-0.59, 2.89),(-0.59, 2.89),(-0.59, 2.89),(-0.58, 2.89),(-0.58, 2.89),(-0.58, 2.89),(-0.58, 2.89),(-0.58, 2.89),(-0.58, 2.89),(-0.58, 2.89),(-0.58, 2.89),(-0.58, 2.89),(-0.59, 2.89),(-0.59, 2.89),(-0.59, 2.89),(-0.59, 2.89),(-0.59, 2.89),(-0.59, 2.90),(-0.59, 2.90),(-0.59, 2.90),(-0.59, 2.90),(-0.59, 2.90),(-0.59, 2.90),(-0.59, 2.90),(-0.59, 2.90),(-0.59, 2.90),(-0.59, 2.90),(-0.59, 2.90),(-0.59, 2.90),(-0.59, 2.90),(-0.59, 2.90),(-0.59, 2.90),(-0.59, 2.90),(-0.59, 2.90),(-0.59, 2.90),(-0.59, 2.90),(-0.59, 2.90),(-0.59, 2.90),(-0.59, 2.90),(-0.59, 2.90),(-0.59, 2.90),(-0.59, 2.90),(-0.59, 2.90),(-0.59, 2.90),(-0.60, 2.90),(-0.60, 2.90),(-0.60, 2.90),(-0.60, 2.90),(-0.60, 2.90),(-0.60, 2.90),(-0.60, 2.90),(-0.60, 2.90),(-0.60, 2.90),(-0.60, 2.90),(-0.60, 2.90),(-0.60, 2.90),(-0.60, 2.90),(-0.60, 2.90),(-0.60, 2.90),(-0.60, 2.90),(-0.59, 2.90),(-0.59, 2.90),(-0.59, 2.90),(-0.59, 2.90),(-0.59, 2.90),(-0.59, 2.90),(-0.59, 2.90),(-0.59, 2.90),(-0.59, 2.90),(-0.59, 2.90),(-0.59, 2.90),(-0.59, 2.90),(-0.59, 2.90),(-0.59, 2.90),(-0.59, 2.90),(-0.60, 2.90),(-0.60, 2.90),(-0.60, 2.90),(-0.60, 2.90),(-0.60, 2.90),(-0.60, 2.90),(-0.60, 2.90),(-0.60, 2.90),(-0.60, 2.90),(-0.60, 2.90),(-0.60, 2.90),(-0.60, 2.90),(-0.61, 2.90),(-0.61, 2.90),(-0.61, 2.90),(-0.60, 2.90),(-0.60, 2.90),(-0.60, 2.90),(-0.60, 2.90),(-0.60, 2.90),(-0.60, 2.90),(-0.60, 2.90),(-0.60, 2.90),(-0.60, 2.90),(-0.60, 2.90),(-0.60, 2.90),(-0.60, 2.90),(-0.59, 2.90),(-0.59, 2.90),(-0.59, 2.90),(-0.59, 2.90),(-0.59, 2.90),(-0.59, 2.90),(-0.60, 2.90),(-0.60, 2.90),(-0.60, 2.90),(-0.60, 2.90),(-0.60, 2.90),(-0.60, 2.90),(-0.60, 2.90)]
TopRight;(0.19, 2.87);[(0.05, 2.87),(0.06, 2.87),(0.06, 2.87),(0.06, 2.87),(0.06, 2.87),(0.06, 2.87),(0.06, 2.87),(0.06, 2.86),(0.06, 2.86),(0.06, 2.86),(0.06, 2.86),(0.06, 2.86),(0.09, 2.86),(0.10, 2.87),(0.11, 2.87),(0.12, 2.87),(0.12, 2.86),(0.12, 2.86),(0.13, 2.86),(0.13, 2.86),(0.13, 2.86),(0.13, 2.86),(0.13, 2.86),(0.13, 2.86),(0.13, 2.86),(0.13, 2.86),(0.13, 2.86),(0.13, 2.86),(0.13, 2.86),(0.14, 2.86),(0.14, 2.86),(0.14, 2.86),(0.14, 2.86),(0.14, 2.86),(0.14, 2.86),(0.14, 2.86),(0.14, 2.86),(0.14, 2.86),(0.14, 2.86),(0.14, 2.86),(0.14, 2.86),(0.14, 2.86),(0.14, 2.86),(0.14, 2.86),(0.14, 2.86),(0.14, 2.86),(0.14, 2.86),(0.14, 2.86),(0.15, 2.86),(0.15, 2.86),(0.15, 2.86),(0.15, 2.86),(0.15, 2.86),(0.15, 2.87),(0.15, 2.87),(0.15, 2.87),(0.15, 2.87),(0.15, 2.87),(0.15, 2.87),(0.15, 2.87),(0.15, 2.87),(0.15, 2.87),(0.15, 2.87),(0.15, 2.87),(0.15, 2.87),(0.15, 2.87),(0.15, 2.87),(0.15, 2.87),(0.15, 2.87),(0.15, 2.87),(0.15, 2.87),(0.15, 2.87),(0.15, 2.87),(0.15, 2.87),(0.15, 2.87),(0.15, 2.87),(0.15, 2.87),(0.15, 2.87),(0.15, 2.87),(0.15, 2.87),(0.15, 2.87),(0.15, 2.87),(0.15, 2.87),(0.15, 2.87),(0.15, 2.87),(0.15, 2.87),(0.15, 2.87),(0.15, 2.87),(0.15, 2.87),(0.15, 2.87),(0.15, 2.87),(0.15, 2.87),(0.15, 2.87),(0.15, 2.87),(0.15, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.17, 2.86),(0.17, 2.86),(0.17, 2.86),(0.16, 2.86),(0.16, 2.86),(0.16, 2.86),(0.16, 2.86),(0.16, 2.86),(0.16, 2.86),(0.16, 2.86),(0.16, 2.86),(0.16, 2.86),(0.16, 2.86),(0.16, 2.86),(0.16, 2.86),(0.15, 2.86),(0.15, 2.86),(0.15, 2.86),(0.15, 2.86),(0.15, 2.86),(0.15, 2.87),(0.15, 2.87),(0.15, 2.87),(0.15, 2.87),(0.15, 2.87),(0.15, 2.87),(0.15, 2.87),(0.15, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.15, 2.87),(0.15, 2.87),(0.15, 2.87),(0.15, 2.87),(0.15, 2.87),(0.15, 2.87),(0.15, 2.87),(0.15, 2.87),(0.15, 2.87),(0.15, 2.87),(0.15, 2.87),(0.15, 2.87),(0.15, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.87),(0.16, 2.86),(0.16, 2.87),(0.16, 2.86),(0.16, 2.86),(0.16, 2.86),(0.15, 2.87),(0.15, 2.87),(0.15, 2.86),(0.15, 2.86),(0.15, 2.86),(0.15, 2.86),(0.15, 2.87),(0.15, 2.87),(0.15, 2.87),(0.15, 2.87),(0.15, 2.87),(0.15, 2.87),(0.15, 2.87),(0.15, 2.87),(0.15, 2.86),(0.15, 2.86),(0.15, 2.86),(0.16, 2.86),(0.16, 2.86),(0.16, 2.86),(0.16, 2.86),(0.16, 2.86),(0.16, 2.86),(0.16, 2.86),(0.16, 2.86),(0.16, 2.86),(0.16, 2.86),(0.16, 2.86),(0.15, 2.86),(0.15, 2.86),(0.15, 2.86),(0.15, 2.86),(0.15, 2.86),(0.15, 2.86),(0.15, 2.86),(0.15, 2.86),(0.15, 2.86),(0.15, 2.86),(0.15, 2.86),(0.15, 2.86),(0.15, 2.86),(0.16, 2.86),(0.16, 2.86),(0.16, 2.86),(0.16, 2.86),(0.16, 2.86),(0.16, 2.86),(0.16, 2.86),(0.16, 2.86),(0.16, 2.86),(0.16, 2.86),(0.16, 2.86),(0.16, 2.86),(0.16, 2.86),(0.16, 2.86),(0.16, 2.86)]
BotRight;(0.01, 2.30);[(0.03, 2.41),(0.01, 2.35),(0.00, 2.34),(0.00, 2.34),(0.00, 2.34),(0.00, 2.34),(0.00, 2.34),(0.00, 2.34),(0.00, 2.34),(0.00, 2.34),(0.00, 2.34),(0.00, 2.34),(0.00, 2.34),(0.00, 2.34),(0.00, 2.34),(0.00, 2.34),(0.00, 2.34),(0.00, 2.34),(0.00, 2.34),(0.00, 2.34),(0.00, 2.33),(0.00, 2.33),(0.00, 2.33),(0.00, 2.33),(0.00, 2.33),(0.00, 2.33),(0.00, 2.32),(0.00, 2.32),(-0.01, 2.32),(-0.01, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(-0.01, 2.32),(-0.01, 2.32),(-0.01, 2.32),(-0.01, 2.32),(-0.01, 2.32),(-0.01, 2.32),(-0.01, 2.32),(-0.01, 2.32),(-0.01, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.01, 2.32),(0.01, 2.32),(0.01, 2.32),(0.01, 2.32),(0.01, 2.32),(0.01, 2.32),(0.01, 2.32),(0.01, 2.32),(0.01, 2.32),(0.01, 2.32),(0.01, 2.32),(0.01, 2.32),(0.01, 2.32),(0.01, 2.32),(0.01, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.01, 2.32),(0.01, 2.32),(0.01, 2.32),(0.01, 2.32),(0.01, 2.32),(0.01, 2.32),(0.01, 2.32),(0.01, 2.32),(0.01, 2.32),(0.01, 2.32),(0.01, 2.32),(0.01, 2.32),(0.01, 2.32),(0.01, 2.32),(0.01, 2.32),(0.01, 2.32),(0.01, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(-0.01, 2.32),(-0.01, 2.32),(-0.01, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.01, 2.32),(0.01, 2.32),(0.01, 2.32),(0.01, 2.32),(0.01, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.01, 2.32),(0.01, 2.32),(0.01, 2.32),(0.01, 2.32),(0.01, 2.32),(0.01, 2.32),(0.01, 2.32),(0.01, 2.32),(0.01, 2.32),(0.01, 2.32),(0.01, 2.32),(0.01, 2.32),(0.01, 2.32),(0.00, 2.32),(0.00, 2.32),(0.01, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.00, 2.32),(0.01, 2.32),(0.01, 2.32),(0.01, 2.32),(0.01, 2.32),(0.01, 2.32),(0.01, 2.32),(0.01, 2.32),(0.01, 2.32),(0.01, 2.32),(0.01, 2.32),(0.01, 2.32),(0.01, 2.32),(0.01, 2.32),(0.01, 2.32),(0.01, 2.32),(0.00, 2.32),(0.01, 2.32),(0.01, 2.32),(0.01, 2.32),(0.01, 2.32),(0.01, 2.32),(0.01, 2.32),(0.01, 2.32),(0.01, 2.32),(0.01, 2.32),(0.01, 2.32),(0.01, 2.32),(0.01, 2.32),(0.01, 2.32),(0.01, 2.32),(0.01, 2.32),(0.01, 2.32),(0.01, 2.32),(0.01, 2.32),(0.01, 2.32),(0.01, 2.32),(0.01, 2.32),(0.01, 2.32),(0.01, 2.32),(0.01, 2.32),(0.01, 2.32),(0.01, 2.32),(0.01, 2.32),(0.01, 2.32),(0.01, 2.32),(0.01, 2.32),(0.01, 2.32),(0.01, 2.32),(0.01, 2.32),(0.01, 2.32),(0.01, 2.32),(0.01, 2.32),(0.01, 2.32),(0.01, 2.32),(0.01, 2.32),(0.01, 2.32),(0.01, 2.32)]
